step,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,amount_ratio,round_amount,balance_error,transaction_count,avg_amount_user,amount_deviation,is_new_dest,time_bucket,odd_time,time_gap,velocity,dest_count,new_vendor_risk,first_digit,benford_flag,is_duplicate,threshold_flag,prev_amount,sudden_spike,rapid_txn_flag,self_transfer,name_similarity,fuzzy_flag,unique_receivers,multi_receiver_flag,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
7,7544.82,C1197641827,M1030218707,0.0,0.0,0.0,0.0,0.0,7544.82,0,7544.82,1,7544.82,0.0,1,7,0,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
1,317393.38,C1197721383,C1286084959,8906617.38,9224010.75,1175483.65,2107778.11,0.0,0.03563567747695506,0,634786.7499999992,1,317393.38,0.0,0,1,1,0.0,1.0,49,0,3,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,0,0
7,13104.63,C1197937017,M1614477207,36005.0,22900.37,0.0,0.0,0.0,0.3639568405265789,0,1.8189894035458565e-12,1,13104.63,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,0,0,1,0
7,6772.71,C1197981223,M1190150603,1279049.96,1272277.25,0.0,0.0,0.0,0.005295105677415699,0,3.728928277269006e-11,1,6772.71,0.0,1,7,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,185113.63,C1198122764,C248609774,2200589.71,2385703.34,6739716.03,6779118.04,0.0,0.08411997249593042,0,370227.2599999999,1,185113.63,0.0,0,7,0,0.0,1.0,39,0,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,0
1,473499.51,C1198197478,C453211571,0.0,0.0,883248.39,3461666.05,0.0,473499.51,0,473499.51,1,473499.51,0.0,0,1,1,0.0,1.0,39,0,4,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,1
6,2769.89,C1198265211,M2031373582,7765.0,4995.11,0.0,0.0,0.0,0.3566688127736286,0,4.547473508864641e-13,1,2769.89,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,23532.24,C1198375087,M2038211362,0.0,0.0,0.0,0.0,0.0,23532.24,0,23532.24,1,23532.24,0.0,1,7,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
4,2188.32,C1198513669,M1360125564,241951.07,239762.75,0.0,0.0,0.0,0.009044435949649036,0,6.821210263296962e-12,1,2188.32,0.0,1,4,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
2,12165.21,C1198515856,M2047770317,52217.19,40051.99,0.0,0.0,0.0,0.23296881795405008,0,0.00999999999476131,1,12165.21,0.0,1,2,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.09090909090909091,0,1,0,0,0,1,0
6,9292.35,C119876571,M636094094,1609.0,0.0,0.0,0.0,0.0,5.7716459627329195,0,7683.35,1,9292.35,0.0,1,6,0,0.0,1.0,1,1,9,1,0,0,0.0,1,1,0,0.1,0,1,0,0,0,1,0
1,26295.3,C1198817209,C1883840933,8723514.56,8749809.86,13900000.0,16900000.0,0.0,0.003014300807872921,0,52590.599999998885,1,26295.3,0.0,0,1,1,0.0,1.0,33,0,2,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,0,0,0,0
7,3421.65,C1199095941,M1989317222,29435.0,26013.35,0.0,0.0,0.0,0.11624031797798615,0,1.3642420526593924e-12,1,3421.65,0.0,1,7,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
6,2962.06,C1199402854,M313945225,11601.0,8638.94,0.0,0.0,0.0,0.2553059817272884,0,4.547473508864641e-13,1,2962.06,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,0,1,0
7,7818.14,C1199573975,C1464835638,2371084.83,2378902.97,31570.0,23751.86,0.0,0.0032972825787584417,0,15636.28000000013,1,7818.14,0.0,1,7,0,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
3,113390.81,C1199742317,C1023714065,1908464.0,2021854.81,2599308.82,2485918.01,0.0,0.059414665713020676,0,226781.62000000005,1,113390.81,0.0,0,3,1,0.0,1.0,34,0,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,0
1,452.57,C1199833406,C1529115495,62396.0,61943.43,66815.45,67268.02,0.0,0.007253073064410148,0,2.8421709430404007e-13,1,452.57,0.0,0,1,1,0.0,1.0,12,0,4,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,1,0,0
1,411363.54,C1200048933,C1049817027,39951.0,0.0,52170.0,60738.03,0.0,10.296444233079695,0,371412.54,1,411363.54,0.0,1,1,1,0.0,1.0,7,0,4,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,1
3,196198.94,C1200293689,C977993101,2798536.46,2994735.4,2321063.11,1748436.14,0.0,0.07010766973975043,0,392397.87999999995,1,196198.94,0.0,0,3,1,0.0,1.0,44,0,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
1,193492.68,C1200546947,C1531333864,706457.23,899949.91,1247284.13,55974.56,0.0,0.2738911824977961,0,386985.36000000004,1,193492.68,0.0,0,1,1,0.0,1.0,18,0,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
4,4848.52,C1200601052,M701652581,0.0,0.0,0.0,0.0,0.0,4848.52,0,4848.52,1,4848.52,0.0,1,4,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
7,643137.09,C1200740612,C985934102,0.0,0.0,5076437.65,5827219.22,0.0,643137.09,0,643137.09,1,643137.09,0.0,0,7,0,0.0,1.0,62,0,6,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,1
7,256641.44,C1200981870,C1636786811,22149.8,0.0,6592593.9,6779300.28,0.0,11.586102533542807,0,234491.64,1,256641.44,0.0,0,7,0,0.0,1.0,11,0,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,1,0,0,0
1,4270.02,C1202042637,M1112527632,9516.0,5245.98,0.0,0.0,0.0,0.4486729011243039,0,0.0,1,4270.02,0.0,1,1,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,8666.76,C1202097727,M1378389093,1082.0,0.0,0.0,0.0,0.0,8.002548476454294,0,7584.76,1,8666.76,0.0,1,7,0,0.0,1.0,1,1,8,1,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
1,7870.29,C1202220987,M256346753,1445223.63,1437353.34,0.0,0.0,0.0,0.005445720918830452,0,1.9554136088117957e-10,1,7870.29,0.0,1,1,1,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
7,13128.66,C1202261290,M881883721,3760.0,0.0,0.0,0.0,0.0,3.490736506248338,0,9368.66,1,13128.66,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
3,4364.24,C1202508091,C832279283,67233.0,62868.76,71903.08,76267.32,0.0,0.06491120564000356,0,1.8189894035458565e-12,1,4364.24,0.0,0,3,1,0.0,1.0,11,0,4,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,1,0,0
3,33672.18,C1202874820,C195600860,4540413.31,4574085.49,82846.67,49174.49,0.0,0.007416102959115201,0,67344.36000000063,1,33672.18,0.0,1,3,1,0.0,1.0,9,0,3,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,0,0,0
1,7029.12,C1203142603,M731870416,0.0,0.0,0.0,0.0,0.0,7029.12,0,7029.12,1,7029.12,0.0,1,1,1,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
7,1820.34,C1203180886,M1873983858,0.0,0.0,0.0,0.0,0.0,1820.34,0,1820.34,1,1820.34,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
6,352.7,C1203331554,M221033168,0.0,0.0,0.0,0.0,0.0,352.7,0,352.7,1,352.7,0.0,1,6,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,0,1,0
7,12923.2,C1203429941,M2136509382,37504.0,24580.8,0.0,0.0,0.0,0.34457272363684843,0,0.0,1,12923.2,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
2,7766.84,C1204030294,M1258527853,4097.88,0.0,0.0,0.0,0.0,1.894868842220314,0,3668.96,1,7766.84,0.0,1,2,1,0.0,1.0,1,1,7,1,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
6,306866.06,C1204145138,C2066777507,0.0,0.0,394503.68,701369.74,0.0,306866.06,0,306866.06,1,306866.06,0.0,1,6,0,0.0,1.0,6,0,3,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,1,0,0,0
2,208.35,C1204267493,M2035401634,49776.0,49567.65,0.0,0.0,0.0,0.004185668079635173,0,1.4495071809506044e-12,1,208.35,0.0,1,2,1,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,6929.73,C120476166,M1175829504,5234.0,0.0,0.0,0.0,0.0,1.3237306590257878,0,1695.7299999999996,1,6929.73,0.0,1,7,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
6,44660.63,C1204785709,M1801753119,0.0,0.0,0.0,0.0,0.0,44660.63,0,44660.63,1,44660.63,0.0,1,6,0,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,5070.28,C1204820315,M1843541066,312342.0,307271.72,0.0,0.0,0.0,0.016233051485066097,0,2.8194335754960775e-11,1,5070.28,0.0,1,7,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.18181818181818182,0,1,0,0,0,1,0
6,548.44,C1205331126,M1648285165,0.0,0.0,0.0,0.0,0.0,548.44,0,548.44,1,548.44,0.0,1,6,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,129759.91,C1205332149,C2145942542,694826.65,824586.55,489629.24,359869.33,0.0,0.18675121808983855,0,259519.81000000003,1,129759.91,0.0,1,7,0,0.0,1.0,3,1,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,0
1,3830.45,C1205419533,M1197176722,84182.0,80351.55,0.0,0.0,0.0,0.04550146704203936,0,2.7284841053187847e-12,1,3830.45,0.0,1,1,1,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,141427.48,C120561697,C836514715,0.0,0.0,961832.41,1289357.76,0.0,141427.48,0,141427.48,1,141427.48,0.0,0,7,0,0.0,1.0,16,0,1,0,0,0,0.0,1,1,0,0.3,0,1,0,1,0,0,0
6,5469.25,C1206258545,M127269549,30.0,0.0,0.0,0.0,0.0,176.42741935483872,0,5439.25,1,5469.25,0.0,1,6,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,0,1,0
7,815501.07,C1206427629,C1059781259,3105260.68,3920761.76,11000000.0,10200000.0,0.0,0.26261911363296114,0,1631002.1499999994,1,815501.07,0.0,1,7,0,0.0,1.0,2,1,8,1,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
6,2933.1,C1206577437,M12691277,0.0,0.0,0.0,0.0,0.0,2933.1,0,2933.1,1,2933.1,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.5,0,1,0,0,0,1,0
1,184547.7,C1206946689,C1234776885,4041430.1,4225977.8,2209646.36,2025098.66,0.0,0.04566394809996885,0,369095.39999999973,1,184547.7,0.0,0,1,1,0.0,1.0,33,0,1,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,0,0,0,0
5,44538.32,C1207093026,C542895457,8305084.52,8349622.85,93380.65,48842.33,0.0,0.0053627768061803175,0,89076.65000000008,1,44538.32,0.0,1,5,1,0.0,1.0,5,0,4,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
7,3232.99,C1207229581,M1755303688,51202.0,47969.01,0.0,0.0,0.0,0.06314063629084232,0,1.8189894035458565e-12,1,3232.99,0.0,1,7,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
1,5154.97,C1207231495,M756936249,9476.0,4321.03,0.0,0.0,0.0,0.5439453413527487,0,0.0,1,5154.97,0.0,1,1,1,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
6,21625.13,C1207695710,M1229465441,0.0,0.0,0.0,0.0,0.0,21625.13,0,21625.13,1,21625.13,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
6,15088.92,C1207739340,M1433690944,31594.0,16505.08,0.0,0.0,0.0,0.4775730337078652,0,1.8189894035458565e-12,1,15088.92,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
4,181062.0,C1207758771,C1789550256,0.0,0.0,2591250.14,2772312.14,0.0,181062.0,0,181062.0,1,181062.0,0.0,0,4,1,0.0,1.0,40,0,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,1,0,0,0
6,8335.65,C1207950266,M195035534,0.0,0.0,0.0,0.0,0.0,8335.65,0,8335.65,1,8335.65,0.0,1,6,0,0.0,1.0,1,1,8,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
1,1361.26,C1207953777,M2097435292,22691.0,21329.74,0.0,0.0,0.0,0.05998854221752159,0,1.5916157281026244e-12,1,1361.26,0.0,1,1,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
6,5998.69,C1208288923,M348817596,79830.0,73831.31,0.0,0.0,0.0,0.07514236324234946,0,2.7284841053187847e-12,1,5998.69,0.0,1,6,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
7,118750.48,C1208500937,C346008447,0.0,0.0,124748.0,1248456.29,0.0,118750.48,0,118750.48,1,118750.48,0.0,1,7,0,0.0,1.0,2,1,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
2,12129.31,C1208670252,M1293465402,0.0,0.0,0.0,0.0,0.0,12129.31,0,12129.31,1,12129.31,0.0,1,2,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,148725.69,C1208826944,C1626759869,8279043.74,8427769.43,741102.29,592376.6,0.0,0.01796411236690575,0,297451.3799999995,1,148725.69,0.0,1,7,0,0.0,1.0,6,0,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,0
7,156329.61,C1208947473,C870563118,6497.0,0.0,0.0,156329.61,0.0,24.05811172668513,0,149832.61,1,156329.61,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,1,0,0,0
2,6517.62,C1209358542,M644399750,0.0,0.0,0.0,0.0,0.0,6517.62,0,6517.62,1,6517.62,0.0,1,2,1,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.09523809523809523,0,1,0,0,0,1,0
7,119539.4,C1209765203,C114618982,2802173.22,2921712.62,835904.95,671625.55,0.0,0.042659517437142074,0,239078.7999999999,1,119539.4,0.0,1,7,0,0.0,1.0,3,1,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,0,0
1,6365.0,C1209962934,M2089786414,0.0,0.0,0.0,0.0,0.0,6365.0,0,6365.0,1,6365.0,0.0,1,1,1,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
7,936.44,C1209972485,M719383448,0.0,0.0,0.0,0.0,0.0,936.44,0,936.44,1,936.44,0.0,1,7,0,0.0,1.0,1,1,9,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
4,1919.99,C120999784,M1436610577,11225.0,9305.01,0.0,0.0,0.0,0.17103064314983074,0,2.2737367544323206e-13,1,1919.99,0.0,1,4,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
7,6770.2,C1210018191,M1101963025,0.0,0.0,0.0,0.0,0.0,6770.2,0,6770.2,1,6770.2,0.0,1,7,0,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
6,13992.76,C121010315,M949389138,10536.0,0.0,0.0,0.0,0.0,1.3279643162190378,0,3456.76,1,13992.76,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2,0,1,0,0,0,1,0
7,12691.35,C1210205057,M1105475717,48894.0,36202.65,0.0,0.0,0.0,0.259563350035791,0,1.8189894035458565e-12,1,12691.35,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,0,0,1,0
7,5120.67,C1210242977,M1873149031,3079.0,0.0,0.0,0.0,0.0,1.6625551948051949,0,2041.67,1,5120.67,0.0,1,7,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,528622.86,C1210252371,C1439007204,582742.0,54119.14,12410.0,541032.86,0.0,0.9071286313177507,0,0.0,1,528622.86,0.0,1,7,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,1
7,11248.16,C1210315984,M1978865375,11414.0,165.84,0.0,0.0,0.0,0.9853841436706088,0,0.0,1,11248.16,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,30221.72,C1210532271,M1807764104,12616.82,0.0,0.0,0.0,0.0,2.3951617632839906,0,17604.9,1,30221.72,0.0,1,7,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
3,1082.01,C1210856733,M1978317461,32477.0,31394.99,0.0,0.0,0.0,0.03331516719009791,0,1.5916157281026244e-12,1,1082.01,0.0,1,3,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
1,374.36,C1210939243,C1335050193,15237.0,14862.64,62904.98,353532.56,0.0,0.02456752854705342,0,5.684341886080801e-13,1,374.36,0.0,0,1,1,0.0,1.0,18,0,3,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,1,0,0
7,2253.07,C1211156857,M228118035,126996.0,124742.93,0.0,0.0,0.0,0.017741127743175038,0,6.821210263296962e-12,1,2253.07,0.0,1,7,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
5,1534.11,C1211533832,M1101149296,80274.0,78739.89,0.0,0.0,0.0,0.019110682030520087,0,6.821210263296962e-13,1,1534.11,0.0,1,5,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
4,18391.64,C1211627902,M1395740534,0.0,0.0,0.0,0.0,0.0,18391.64,0,18391.64,1,18391.64,0.0,1,4,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
2,4794.98,C1211827856,M1753113235,36205.0,31410.02,0.0,0.0,0.0,0.13243606032149366,0,0.0,1,4794.98,0.0,1,2,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
2,165664.94,C1212238315,C985934102,1065.87,0.0,950624.44,1116289.38,0.0,155.28128075585593,0,164599.07,1,165664.94,0.0,0,2,1,0.0,1.0,62,0,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,1,0,0,0
2,478.1,C121245483,M262535196,1062.0,583.9,0.0,0.0,0.0,0.4497648165569144,0,0.0,1,478.1,0.0,1,2,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.1,0,1,0,0,0,1,0
4,148792.1,C1212782393,C1255024717,0.0,0.0,7661421.96,7810214.06,0.0,148792.1,0,148792.1,1,148792.1,0.0,0,4,1,0.0,1.0,19,0,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,0,1
6,132163.7,C121286266,C1538745405,0.0,0.0,414060.56,546224.26,0.0,132163.7,0,132163.7,1,132163.7,0.0,0,6,0,0.0,1.0,22,0,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,1,0,0,0
7,5596.59,C1213290808,C1746038925,7187.51,1590.92,54401.0,46411.37,0.0,0.7785465972781563,0,0.0,1,5596.59,0.0,1,7,0,0.0,1.0,1,1,5,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,1,0,0
7,37048.22,C1213480721,C1337741679,3616188.32,3653236.55,558149.13,521100.91,0.0,0.01024509966751409,0,74096.44999999998,1,37048.22,0.0,1,7,0,0.0,1.0,3,1,3,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
6,2247.29,C1213548460,M1836569193,93366.0,91118.71,0.0,0.0,0.0,0.02406942495742607,0,6.366462912410498e-12,1,2247.29,0.0,1,6,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
1,98560.08,C1213871206,C434091818,197036.35,295596.43,167719.89,63112.23,0.0,0.5002101378241232,0,197120.15999999997,1,98560.08,0.0,1,1,1,0.0,1.0,6,0,9,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,0
1,2258388.15,C12139181,C1789550256,0.0,0.0,2784129.27,4619798.56,0.0,2258388.15,0,2258388.15,1,2258388.15,0.0,0,1,1,0.0,1.0,40,0,2,0,0,0,0.0,1,1,0,0.3,0,1,0,0,0,0,1
7,3036.06,C1214336947,M1320400528,20867.0,17830.94,0.0,0.0,0.0,0.14548878665899942,0,1.3642420526593924e-12,1,3036.06,0.0,1,7,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
7,32123.83,C1214357269,C173783788,0.0,0.0,41794.93,73918.76,0.0,32123.83,0,32123.83,1,32123.83,0.0,0,7,0,0.0,1.0,16,0,3,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,1,0,0,0
7,3830.42,C1214595918,M63366151,31132.0,27301.58,0.0,0.0,0.0,0.12303407959399994,0,1.8189894035458565e-12,1,3830.42,0.0,1,7,0,0.0,1.0,1,1,3,0,0,0,0.0,1,1,0,0.2,0,1,0,0,0,1,0
1,171683.57,C121466124,C1526298704,1073870.2,1245553.78,203775.64,32092.07,0.0,0.15987352114480768,0,343367.1500000001,1,171683.57,0.0,1,1,1,0.0,1.0,9,0,1,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,0
6,4074.95,C1214850053,M353786333,0.0,0.0,0.0,0.0,0.0,4074.95,0,4074.95,1,4074.95,0.0,1,6,0,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.19047619047619047,0,1,0,0,0,1,0
7,939538.85,C1215109224,C801142660,0.0,0.0,2565121.4,3504660.25,0.0,939538.85,0,939538.85,1,939538.85,0.0,0,7,0,0.0,1.0,17,0,9,1,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,0,1
4,324089.47,C121521031,C662736689,9530134.25,9854223.72,4220927.07,4775319.66,0.0,0.034006806986291195,0,648178.9400000006,1,324089.47,0.0,0,4,1,0.0,1.0,26,0,3,0,0,0,0.0,1,1,0,0.3,0,1,0,0,0,0,0
1,14306.8,C1215951090,M1205559205,0.0,0.0,0.0,0.0,0.0,14306.8,0,14306.8,1,14306.8,0.0,1,1,1,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.45454545454545453,0,1,0,0,0,1,0
3,8302.14,C121597447,M748523772,0.0,0.0,0.0,0.0,0.0,8302.14,0,8302.14,1,8302.14,0.0,1,3,1,0.0,1.0,1,1,8,1,0,0,0.0,1,1,0,0.3,0,1,0,0,0,1,0
7,104539.76,C1216070398,C634210724,1288.0,0.0,0.0,98172.83,0.0,81.10144297905353,0,103251.76,1,104539.76,0.0,1,7,0,0.0,1.0,4,1,1,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,0,0,1
7,13383.94,C1216189073,M21508699,13996.7,612.77,0.0,0.0,0.0,0.9561527965308586,0,0.010000000000218279,1,13383.94,0.0,1,7,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.4,0,1,0,0,0,1,0
7,2144.11,C121656075,M1037612046,4355.0,2210.89,0.0,0.0,0.0,0.49221992653810837,0,0.0,1,2144.11,0.0,1,7,0,0.0,1.0,1,1,2,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,0,0,1,0
1,208664.25,C1216611732,C1870252780,4800759.18,4800759.18,4800759.18,7416184.79,0.0,0.04346483518783061,0,208664.25,1,208664.25,0.0,0,1,1,0.0,1.0,27,0,2,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,0,0
7,300747.04,C1216623883,C1284149862,3283504.01,3584251.05,314977.44,14230.4,0.0,0.09159329408180193,0,601494.0800000001,1,300747.04,0.0,1,7,0,0.0,1.0,2,1,3,0,0,0,0.0,1,1,0,0.5454545454545454,0,1,0,0,0,0,0
1,2935.86,C121678773,C1259769769,41256.0,38320.14,18899.88,252055.24,0.0,0.07116028795113556,0,4.547473508864641e-13,1,2935.86,0.0,1,1,1,0.0,1.0,8,0,2,0,0,0,0.0,1,1,0,0.47619047619047616,0,1,0,0,1,0,0
2,129735.3,C1216863787,C33524623,0.0,0.0,138395.49,268130.78,0.0,129735.3,0,129735.3,1,129735.3,0.0,0,2,1,0.0,1.0,30,0,1,0,0,0,0.0,1,1,0,0.4,0,1,0,0,0,0,1
6,10460.53,C1216889437,M1015503057,21354.0,10893.47,0.0,0.0,0.0,0.4898398501521892,0,0.0,1,10460.53,0.0,1,6,0,0.0,1.0,1,1,1,0,0,0,0.0,1,1,0,0.36363636363636365,0,1,0,0,0,1,0
6,121885.87,C1216926186,C985934102,0.0,0.0,1665816.46,2941514.43,0.0,121885.87,0,121885.87,1,121885.87,0.0,0,6,0,0.0,1.0,62,0,1,0,0,0,0.0,1,1,0,0.2857142857142857,0,1,0,1,0,0,0
1,4627.42,C1217089772,M413550077,313533.1,308905.68,0.0,0.0,0.0,0.014758905012245879,0,1.6370904631912708e-11,1,4627.42,0.0,1,1,1,0.0,1.0,1,1,4,0,0,0,0.0,1,1,0,0.38095238095238093,0,1,0,0,0,1,0
1,648.64,C1217312754,M1585571244,873.0,224.36,0.0,0.0,0.0,0.7421510297482837,0,0.0,1,648.64,0.0,1,1,1,0.0,1.0,1,1,6,0,0,0,0.0,1,1,0,0.2727272727272727,0,1,0,0,0,1,0
