step,type,amount,nameOrig,nameDest,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,PAYMENT,7342.63,C1731295355,M385332399,19443.0,12100.37,0.0,0.0,0.0
1,PAYMENT,7417.09,C2061440682,M883020319,843.0,0.0,0.0,0.0,0.0
1,PAYMENT,8865.26,C1488946768,M1942356772,84415.83,75550.57,0.0,0.0,0.0
1,CASH_OUT,213490.87,C1907241392,C1971489295,75550.57,0.0,508139.13,0.0,0.0
1,PAYMENT,7444.4,C1269118128,M1863100050,31902.57,24458.17,0.0,0.0,0.0
1,CASH_OUT,287265.38,C739264372,C306206744,24458.17,0.0,486947.17,3554299.27,0.0
1,CASH_OUT,416001.33,C749981943,C667346055,0.0,0.0,102.0,9291619.62,1.0
1,PAYMENT,6432.26,C1313960293,M1155757579,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,8690.86,C1785111044,M1482748887,29772.0,21081.14,0.0,0.0,0.0
1,PAYMENT,3791.28,C494894055,M1123226989,32463.0,28671.72,0.0,0.0,0.0
1,PAYMENT,4111.34,C500885941,M1115381650,128052.0,123940.66,0.0,0.0,0.0
1,PAYMENT,7163.9,C616412281,M2118096382,114219.94,107056.04,0.0,0.0,0.0
1,PAYMENT,6557.51,C878861517,M746394140,107056.04,100498.52,0.0,0.0,0.0
1,PAYMENT,17348.25,C1705665942,M1731763384,100498.52,83150.27,0.0,0.0,0.0
1,PAYMENT,1586.28,C1100619942,M87242619,83150.27,81564.0,0.0,0.0,0.0
1,PAYMENT,6811.97,C864248990,M285074186,81564.0,74752.02,0.0,0.0,0.0
1,PAYMENT,36651.07,C15892131,M484841769,74752.02,38100.95,0.0,0.0,0.0
1,PAYMENT,4804.68,C879311295,M1274247563,38100.95,33296.27,0.0,0.0,0.0
1,PAYMENT,19375.5,C1483145520,M1961129028,33296.27,13920.76,0.0,0.0,0.0
1,PAYMENT,13833.75,C163385254,M1506938939,13920.76,87.01,0.0,0.0,0.0
1,PAYMENT,21008.52,C970781872,M1850597787,87.01,0.0,0.0,0.0,0.0
1,PAYMENT,22043.92,C258737099,M1190566357,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,32635.14,C407997647,M428996455,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,11438.39,C1988939205,M80141040,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,13527.16,C275056979,M106557175,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,11881.78,C371976476,M612937843,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,9805.46,C480184864,M1433956626,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,9470.85,C483525032,M2109219177,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,20560.86,C429058804,M259319861,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,13679.84,C52913970,M1059634518,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,15448.0,C836969741,M436094532,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,1987.4,C567852222,M1541433310,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,4145.04,C1938025186,M405036720,97168.0,93022.96,0.0,0.0,0.0
1,PAYMENT,3511.45,C2088582214,M620456576,11310.0,7798.55,0.0,0.0,0.0
1,PAYMENT,1118.1,C1220759559,M1923634801,9041.0,7922.9,0.0,0.0,0.0
1,PAYMENT,15.06,C1730337646,M418513504,204682.0,204666.94,0.0,0.0,0.0
1,CASH_IN,352568.35,C1256405521,C665576141,9945.0,362513.35,2624106.46,5515763.34,0.0
1,PAYMENT,3043.27,C2051598050,M188791662,36369.0,33325.73,0.0,0.0,0.0
1,PAYMENT,9758.09,C61426020,M1347016882,21217.0,11458.91,0.0,0.0,0.0
1,PAYMENT,5924.89,C1829460911,M1662912171,1518.0,0.0,0.0,0.0,0.0
1,PAYMENT,9550.43,C708153797,M883380345,4021.0,0.0,0.0,0.0,0.0
1,PAYMENT,4355.66,C54960993,M276748028,120.0,0.0,0.0,0.0,0.0
1,DEBIT,6973.12,C373544591,C1568059495,50015.0,43041.88,81953.08,122750.49,0.0
1,PAYMENT,2358.63,C409565350,M771923297,70824.0,68465.37,0.0,0.0,0.0
1,DEBIT,374.36,C1210939243,C1335050193,15237.0,14862.64,62904.98,353532.56,0.0
1,PAYMENT,8946.63,C1079125839,M321772459,95066.0,86119.37,0.0,0.0,0.0
1,PAYMENT,20573.4,C696165690,M181078353,24641.0,4067.6,0.0,0.0,0.0
1,PAYMENT,8358.12,C1542598424,M645875534,293.0,0.0,0.0,0.0,0.0
1,PAYMENT,1006.76,C2054451662,M673672784,696008.0,695001.24,0.0,0.0,0.0
1,PAYMENT,10498.05,C1659309731,M1056862342,16730.0,6231.95,0.0,0.0,0.0
1,TRANSFER,463722.76,C1734184086,C832279283,349.0,0.0,18285.39,185389.8,0.0
1,TRANSFER,138857.19,C1947941827,C1789550256,109473.0,0.0,1027402.57,4619798.56,0.0
1,PAYMENT,5184.9,C785625589,M1667534569,283509.0,278324.1,0.0,0.0,0.0
1,PAYMENT,3626.96,C1758893871,M1170111701,23506.0,19879.04,0.0,0.0,0.0
1,PAYMENT,282.42,C1985028494,M830863979,30603.0,30320.58,0.0,0.0,0.0
1,DEBIT,8703.54,C1832283291,C1335050193,137782.0,129078.46,63279.34,353532.56,0.0
1,PAYMENT,3673.1,C1532554556,M620423816,30507.0,26833.9,0.0,0.0,0.0
1,PAYMENT,9800.58,C976358110,M1690233783,12617.16,2816.58,0.0,0.0,0.0
1,CASH_OUT,88987.11,C2014563089,C932583850,2816.58,0.0,696184.96,2719172.89,0.0
1,PAYMENT,4227.19,C198098993,M553672556,36054.0,31826.81,0.0,0.0,0.0
1,PAYMENT,2881.51,C854653864,M1415439780,90250.0,87368.49,0.0,0.0,0.0
1,PAYMENT,4376.46,C703555670,M179808568,9809.0,5432.54,0.0,0.0,0.0
1,PAYMENT,11656.12,C1068445309,M73698537,10181.0,0.0,0.0,0.0,0.0
1,TRANSFER,345698.98,C1453062635,C997608398,40419.0,0.0,20489.94,157982.12,0.0
1,PAYMENT,3292.21,C1632789609,M659059448,20484.0,17191.79,0.0,0.0,0.0
1,PAYMENT,7367.06,C124494140,M246826139,14528.0,7160.94,0.0,0.0,0.0
1,PAYMENT,2937.34,C2083854344,M403598020,19703.0,16765.66,0.0,0.0,0.0
1,DEBIT,1150.14,C1119242936,C1122805102,21634.0,20483.86,15653.66,23568.91,0.0
1,PAYMENT,3563.36,C2123914473,M708443754,185397.0,181833.64,0.0,0.0,0.0
1,PAYMENT,2380.46,C1091234211,M832145584,101428.0,99047.54,0.0,0.0,0.0
1,PAYMENT,2266.02,C224060798,M1752535057,64757.92,62491.91,0.0,0.0,0.0
1,TRANSFER,32132.45,C2116299597,C1466073198,62491.91,30359.46,59605.0,0.0,0.0
1,TRANSFER,51627.39,C50720817,C1526298704,30359.46,0.0,81243.0,32092.07,0.0
1,TRANSFER,62073.54,C1496220730,C1740000325,0.0,0.0,228702.01,1363368.51,0.0
1,TRANSFER,13614.91,C488600086,C380242442,0.0,0.0,30195.0,0.0,0.0
1,TRANSFER,2290.73,C1111379131,C660143728,0.0,0.0,79471.66,42450.71,0.0
1,TRANSFER,637161.0,C1846982837,C1789550256,0.0,0.0,1166259.76,4619798.56,0.0
1,TRANSFER,639378.37,C1135935001,C392292416,0.0,0.0,753824.15,3420103.09,0.0
1,TRANSFER,34390.85,C635288507,C1291286504,0.0,0.0,90214.97,66575.5,0.0
1,TRANSFER,1867849.02,C355885103,C665576141,0.0,0.0,2271538.11,5515763.34,0.0
1,TRANSFER,1193410.46,C1321115948,C1590550415,0.0,0.0,16500000.0,19200000.0,0.0
1,TRANSFER,348186.2,C706665172,C306206744,0.0,0.0,774212.55,3554299.27,0.0
1,TRANSFER,1440296.14,C1649847375,C1590550415,0.0,0.0,17700000.0,19200000.0,0.0
1,TRANSFER,799483.57,C1153933106,C306206744,0.0,0.0,1122398.75,3554299.27,0.0
1,TRANSFER,969631.31,C2144067911,C248609774,0.0,0.0,2134967.54,6453430.91,0.0
1,TRANSFER,483544.3,C593447952,C1286084959,0.0,0.0,876379.19,2107778.11,0.0
1,TRANSFER,326349.91,C1950136544,C564160838,0.0,0.0,778150.49,1254956.07,0.0
1,DEBIT,7546.88,C209360730,C1259769769,51368.0,43821.12,11353.0,252055.24,0.0
1,PAYMENT,2469.75,C740007499,M1971152916,43821.12,41351.37,0.0,0.0,0.0
1,DEBIT,1741.24,C1687627235,C997608398,80942.0,79200.76,366188.92,157982.12,0.0
1,PAYMENT,553.25,C1007660652,M1276544608,7522.0,6968.75,0.0,0.0,0.0
1,PAYMENT,6606.31,C1387620926,M265348534,6968.75,362.44,0.0,0.0,0.0
1,PAYMENT,2075.94,C1324173038,M917568725,110403.0,108327.06,0.0,0.0,0.0
1,TRANSFER,84212.94,C1336775847,C13329486,53199.0,0.0,0.0,84212.94,0.0
1,CASH_OUT,312108.51,C1196963249,C1262822392,0.0,0.0,8043910.53,12500000.0,0.0
1,PAYMENT,1647.93,C1663488386,M1380044647,70889.0,69241.07,0.0,0.0,0.0
1,PAYMENT,3533.32,C1902801188,M1998137093,38211.0,34677.68,0.0,0.0,0.0
1,PAYMENT,7659.86,C577127077,M2122357625,544.0,0.0,0.0,0.0,0.0
1,PAYMENT,7203.07,C1556162268,M1650332494,290775.55,283572.48,0.0,0.0,0.0
1,CASH_OUT,116206.75,C1924990666,C1318822808,283572.48,167365.73,216670.1,500631.71,0.0
1,CASH_OUT,30331.38,C144445623,C998351292,167365.73,137034.36,105733.69,1015132.48,0.0
1,PAYMENT,2063.77,C1572745406,M1340644388,16064.0,14000.23,0.0,0.0,0.0
1,PAYMENT,3035.35,C1434015813,M1023996917,26657.0,23621.65,0.0,0.0,0.0
1,CASH_OUT,123797.1,C295640874,C557041912,23621.65,0.0,153674.01,557537.26,0.0
1,DEBIT,8233.25,C438151297,C846947180,7024.0,0.0,14673.0,12901.08,0.0
1,PAYMENT,2271.34,C96039159,M2144644334,31346.0,29074.66,0.0,0.0,0.0
1,PAYMENT,3801.74,C375097969,M1635082651,73616.2,69814.46,0.0,0.0,0.0
1,PAYMENT,1530.83,C788892554,M1970073944,69814.46,68283.63,0.0,0.0,0.0
1,PAYMENT,4833.96,C1060042118,M1964847681,41005.0,36171.04,0.0,0.0,0.0
1,PAYMENT,5842.61,C1992801971,M1681094402,40.0,0.0,0.0,0.0,0.0
1,PAYMENT,2871.89,C754527431,M820677667,653.0,0.0,0.0,0.0,0.0
1,DEBIT,5297.36,C2064883371,C655381473,82134.0,76836.64,31443.78,189534.74,0.0
1,TRANSFER,621561.65,C82275756,C1782113663,123122.0,0.0,0.0,3997768.55,0.0
1,PAYMENT,829.07,C1629353699,M99808631,11199.0,10369.93,0.0,0.0,0.0
1,PAYMENT,3418.07,C1651754404,M1564892747,260.0,0.0,0.0,0.0,0.0
1,CASH_OUT,41924.75,C1407324654,C1526298704,0.0,0.0,132870.39,32092.07,0.0
1,CASH_OUT,173597.57,C1101598632,C248609774,0.0,0.0,3104598.86,6453430.91,0.0
1,CASH_OUT,77642.84,C1032568028,C667346055,0.0,0.0,416103.33,9291619.62,0.0
1,CASH_OUT,144964.23,C1380976928,C932583850,0.0,0.0,785172.07,2719172.89,0.0
1,CASH_OUT,94038.9,C293474277,C998351292,0.0,0.0,136065.07,1015132.48,0.0
1,CASH_OUT,26051.33,C413373997,C215145189,0.0,0.0,28479.11,1891.79,0.0
1,CASH_OUT,134143.27,C2024711353,C451111351,0.0,0.0,1754894.42,3940085.21,0.0
1,CASH_OUT,497424.19,C711310213,C932583850,0.0,0.0,930136.3,2719172.89,0.0
1,CASH_OUT,607616.73,C1267042315,C1286084959,0.0,0.0,1359923.49,2107778.11,0.0
1,CASH_OUT,681093.57,C1335061928,C1023714065,0.0,0.0,844302.4,1412484.09,0.0
1,CASH_OUT,114057.61,C1108706191,C932583850,0.0,0.0,1427560.49,2719172.89,0.0
1,CASH_OUT,205279.62,C1160487387,C932583850,0.0,0.0,1541618.1,2719172.89,0.0
1,CASH_OUT,173512.93,C579447973,C1816757085,0.0,0.0,8354718.14,10700000.0,0.0
1,CASH_OUT,166817.98,C1990421361,C1971489295,0.0,0.0,721630.0,0.0,0.0
1,CASH_OUT,113283.13,C407148497,C885951223,0.0,0.0,123001.91,215851.28,0.0
1,CASH_OUT,179030.05,C16373883,C1360767589,0.0,0.0,1357232.47,2107965.39,0.0
1,CASH_OUT,94332.0,C1878700101,C1782113663,0.0,0.0,621561.65,3997768.55,0.0
1,CASH_OUT,141111.15,C40875560,C2083562754,0.0,0.0,622023.34,1186556.81,0.0
1,CASH_OUT,45756.23,C1042891691,C392292416,0.0,0.0,1393202.52,3420103.09,0.0
1,CASH_OUT,6039.61,C1893563925,C1653844940,0.0,0.0,31164.0,37203.61,0.0
1,CASH_OUT,46261.02,C1251967187,C575335780,0.0,0.0,85758.95,52415.15,0.0
1,CASH_OUT,312471.16,C901689694,C1789550256,0.0,0.0,1803420.75,4619798.56,0.0
1,CASH_OUT,195490.04,C1107204185,C564160838,0.0,0.0,1104500.4,1254956.07,0.0
1,CASH_OUT,107308.84,C1523084197,C1291286504,0.0,0.0,124605.82,66575.5,0.0
1,CASH_OUT,48252.82,C1818747191,C451111351,0.0,0.0,1889037.69,3940085.21,0.0
1,CASH_OUT,25674.03,C747870628,C597190999,0.0,0.0,30563.0,6830.83,0.0
1,CASH_OUT,63830.49,C421191743,C1531333864,0.0,0.0,412307.54,55974.56,0.0
1,CASH_OUT,96178.8,C9844218,C1749186397,0.0,0.0,111973.96,277515.05,0.0
1,CASH_OUT,155122.86,C1403716230,C997608398,0.0,0.0,367930.17,157982.12,0.0
1,CASH_OUT,171757.76,C1673916398,C2050019814,0.0,0.0,205811.8,0.0,0.0
1,CASH_OUT,8809.04,C756080817,C1740000325,0.0,0.0,137034.36,1363368.51,0.0
1,CASH_OUT,27320.2,C479734028,C614685048,0.0,0.0,79191.11,0.0,0.0
1,CASH_OUT,517915.91,C388802347,C1170794006,0.0,0.0,4404060.84,22190.99,0.0
1,CASH_OUT,34629.16,C1541046463,C1860513229,0.0,0.0,38735.74,0.0,0.0
1,CASH_OUT,94296.25,C1910896157,C401424608,0.0,0.0,336692.95,1178808.14,0.0
1,CASH_OUT,285360.06,C753426788,C1782113663,0.0,0.0,715893.66,3997768.55,0.0
1,CASH_OUT,161445.91,C1586470445,C557041912,0.0,0.0,277471.11,557537.26,0.0
1,CASH_OUT,386683.04,C1373577787,C33524623,0.0,0.0,1352623.44,1517262.16,0.0
1,CASH_OUT,169854.57,C265577219,C1816757085,0.0,0.0,8528231.07,10700000.0,0.0
1,CASH_OUT,126167.7,C1624817884,C248609774,0.0,0.0,3278196.43,6453430.91,0.0
1,CASH_OUT,152757.58,C1107579932,C1262822392,0.0,0.0,8356019.04,12500000.0,0.0
1,CASH_OUT,49661.18,C1784834205,C451111351,0.0,0.0,1937290.51,3940085.21,0.0
1,CASH_OUT,73513.5,C1174586025,C1750905143,0.0,0.0,236639.0,424250.45,0.0
1,CASH_OUT,166335.32,C1627010197,C33524623,0.0,0.0,1739306.48,1517262.16,0.0
1,CASH_OUT,234268.82,C4073506,C1750905143,0.0,0.0,310152.51,424250.45,0.0
1,CASH_OUT,306280.12,C2044825144,C1360767589,0.0,0.0,1536262.52,2107965.39,0.0
1,CASH_OUT,194620.68,C698747943,C453211571,0.0,0.0,610710.98,3461666.05,0.0
1,CASH_OUT,128278.74,C407493402,C1262822392,0.0,0.0,8508776.62,12500000.0,0.0
1,CASH_OUT,256773.54,C1774690057,C1971489295,0.0,0.0,888447.97,0.0,0.0
1,CASH_OUT,105759.12,C480402503,C1318822808,0.0,0.0,332876.84,500631.71,0.0
1,CASH_OUT,59390.46,C100445376,C977993101,0.0,0.0,73791.34,965870.05,0.0
1,CASH_OUT,131991.26,C1396385390,C1971489295,0.0,0.0,1145221.51,0.0,0.0
1,CASH_OUT,65025.3,C114414807,C977993101,0.0,0.0,133181.81,965870.05,0.0
1,CASH_OUT,82054.36,C144699438,C1526298704,0.0,0.0,174795.14,32092.07,0.0
1,CASH_OUT,69708.79,C1751500625,C1335050193,0.0,0.0,71982.88,353532.56,0.0
1,CASH_OUT,9104.26,C1650955365,C990355670,0.0,0.0,10623.0,19727.26,0.0
1,CASH_OUT,92553.64,C1788380050,C1182461167,0.0,0.0,297655.51,23508.22,0.0
1,CASH_OUT,66312.08,C493944943,C1750905143,0.0,0.0,544421.33,424250.45,0.0
1,CASH_OUT,142282.63,C1533547487,C453211571,0.0,0.0,805331.66,3461666.05,0.0
1,CASH_OUT,114499.14,C99770475,C1899073220,0.0,0.0,129297.57,420946.86,0.0
1,CASH_OUT,76635.24,C727250772,C357863579,0.0,0.0,102696.35,92307.65,0.0
1,CASH_OUT,132574.0,C1052768296,C977993101,0.0,0.0,198207.11,965870.05,0.0
1,CASH_OUT,39485.21,C626193099,C1883840933,0.0,0.0,9987286.56,16900000.0,0.0
1,CASH_OUT,236825.42,C859123506,C1899073220,0.0,0.0,243796.7,420946.86,0.0
1,CASH_OUT,327066.19,C1597742167,C453211571,0.0,0.0,947614.29,3461666.05,0.0
1,CASH_OUT,156819.6,C503595296,C1318822808,0.0,0.0,438635.96,500631.71,0.0
1,CASH_OUT,13136.44,C754072705,C1023714065,0.0,0.0,1525395.97,1412484.09,0.0
1,PAYMENT,4306.89,C908384914,M905847077,256849.49,252542.6,0.0,0.0,0.0
1,PAYMENT,8309.52,C156199931,M878991463,252542.6,244233.08,0.0,0.0,0.0
1,PAYMENT,5363.35,C612693043,M1622613647,81503.83,76140.48,0.0,0.0,0.0
1,PAYMENT,132.42,C307605969,M73688220,76140.48,76008.06,0.0,0.0,0.0
1,PAYMENT,19644.08,C130166095,M1599674462,76008.06,56363.98,0.0,0.0,0.0
1,PAYMENT,895.24,C1623060829,M1205483858,56363.98,55468.74,0.0,0.0,0.0
1,PAYMENT,7641.08,C1373949107,M1189651769,55468.74,47827.66,0.0,0.0,0.0
1,PAYMENT,31188.22,C1230013344,M1607869297,47827.66,16639.44,0.0,0.0,0.0
1,PAYMENT,13954.75,C681639276,M727860268,16639.44,2684.69,0.0,0.0,0.0
1,PAYMENT,10497.33,C1717739363,M138536309,2684.69,0.0,0.0,0.0,0.0
1,PAYMENT,5843.75,C665137804,M509559152,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,7260.2,C1815370847,M1801021153,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,10285.86,C1709578324,M22446425,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,6249.78,C1338958728,M1870723838,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,848.74,C988904418,M261650860,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,6993.7,C938613108,M1598898814,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,795.29,C1850874910,M575360353,10360.0,9564.71,0.0,0.0,0.0
1,PAYMENT,9191.46,C97901029,M809383315,0.0,0.0,0.0,0.0,0.0
1,CASH_OUT,132038.41,C1324514662,C998351292,0.0,0.0,230103.96,1015132.48,0.0
1,PAYMENT,6495.27,C908722588,M496757837,22040.0,15544.73,0.0,0.0,0.0
1,PAYMENT,1679.68,C1548271808,M17600354,15544.73,13865.06,0.0,0.0,0.0
1,TRANSFER,47477.97,C1733056574,C1629911510,6066.0,0.0,144658.38,15375.37,0.0
1,DEBIT,1260.62,C636959006,C1686100174,1483.0,222.38,10086.0,9837.06,0.0
1,PAYMENT,15034.23,C1059300256,M1521568953,40458.0,25423.77,0.0,0.0,0.0
1,PAYMENT,3238.39,C1605988985,M1134202713,28773.0,25534.61,0.0,0.0,0.0
1,CASH_OUT,251241.14,C1636178473,C997608398,25534.61,0.0,523053.03,157982.12,0.0
1,PAYMENT,3644.12,C822232612,M633131207,1230.0,0.0,0.0,0.0,0.0
1,CASH_OUT,283123.48,C852190062,C1831477404,497409.0,214285.52,16872.0,247063.16,0.0
1,PAYMENT,2851.83,C1674403916,M1088239991,10646.0,7794.17,0.0,0.0,0.0
1,CASH_IN,94726.64,C61137731,C476800120,69854.13,164580.77,129704.88,49864.36,0.0
1,PAYMENT,17020.69,C1780293706,M1658511941,164580.77,147560.08,0.0,0.0,0.0
1,PAYMENT,6523.19,C1264941544,M1878992188,147560.08,141036.89,0.0,0.0,0.0
1,PAYMENT,1383.56,C1818449913,M1495161082,5309.0,3925.44,0.0,0.0,0.0
1,DEBIT,1580.66,C961859592,C1556995360,31156.0,29575.34,12298.0,0.0,0.0
1,PAYMENT,2466.95,C798278875,M1497268815,34978.24,32511.29,0.0,0.0,0.0
1,PAYMENT,1017.85,C1926027290,M1837601499,32511.29,31493.45,0.0,0.0,0.0
1,PAYMENT,2270.41,C1690050988,M1228798862,60640.12,58369.71,0.0,0.0,0.0
1,CASH_OUT,102265.88,C1562764987,C392292416,58369.71,0.0,1438958.75,3420103.09,0.0
1,DEBIT,13758.63,C216376974,C1219161283,29858.0,16099.37,21305.0,0.0,0.0
1,CASH_IN,5221.77,C164714495,C317071334,1046.0,6267.77,0.0,139555.44,0.0
1,PAYMENT,12256.66,C789982400,M1576277927,20800.0,8543.34,0.0,0.0,0.0
1,PAYMENT,8227.3,C2080643905,M2137642385,6207.0,0.0,0.0,0.0,0.0
1,PAYMENT,527.15,C1627883152,M481553464,72421.0,71893.85,0.0,0.0,0.0
1,PAYMENT,950.25,C1076966140,M1908781622,204944.0,203993.75,0.0,0.0,0.0
1,PAYMENT,12728.46,C749443480,M796553753,83636.0,70907.54,0.0,0.0,0.0
1,PAYMENT,1002.96,C1721045976,M975001918,8325.0,7322.04,0.0,0.0,0.0
1,PAYMENT,6917.1,C1250582716,M907815246,13555.0,6637.9,0.0,0.0,0.0
1,PAYMENT,1977.17,C2019157894,M677217562,43619.0,41641.83,0.0,0.0,0.0
1,PAYMENT,9314.84,C827035437,M1716164115,104536.0,95221.16,0.0,0.0,0.0
1,PAYMENT,1157.05,C1360541835,M363397863,52867.0,51709.95,0.0,0.0,0.0
1,DEBIT,3766.99,C2021053848,C1123629720,16600.0,12833.01,146166.67,46393.85,0.0
1,PAYMENT,3464.41,C1245593227,M1525844775,5548.0,2083.59,0.0,0.0,0.0
1,CASH_OUT,68662.06,C118555812,C1740000325,2083.59,0.0,145843.39,1363368.51,0.0
1,DEBIT,8679.29,C1233505227,C1877453512,150592.0,141912.71,21056.0,0.0,0.0
1,PAYMENT,15266.05,C1928621590,M1016162524,13679.0,0.0,0.0,0.0,0.0
1,PAYMENT,8348.75,C858423246,M1419125235,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,8419.73,C88301993,M841166421,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,6688.74,C1377301456,M938199512,9207.0,2518.26,0.0,0.0,0.0
1,PAYMENT,1979.94,C691779749,M37841489,82034.0,80054.06,0.0,0.0,0.0
1,PAYMENT,9574.31,C1873121466,M115945887,52463.0,42888.69,0.0,0.0,0.0
1,PAYMENT,5287.68,C1927499639,M2079961240,11424.0,6136.32,0.0,0.0,0.0
1,PAYMENT,10627.18,C949673757,M1999664216,6136.32,0.0,0.0,0.0,0.0
1,PAYMENT,5809.78,C532677950,M688593710,99884.0,94074.22,0.0,0.0,0.0
1,TRANSFER,411363.54,C1200048933,C1049817027,39951.0,0.0,52170.0,60738.03,0.0
1,PAYMENT,4086.5,C862025017,M739737502,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,19741.22,C1572127577,M546796969,81762.38,62021.17,0.0,0.0,0.0
1,PAYMENT,5270.72,C417797183,M261845810,62021.17,56750.45,0.0,0.0,0.0
1,CASH_IN,55827.09,C1959708563,C1850180796,9907.0,65734.09,19873.0,1268668.92,0.0
1,CASH_OUT,174068.82,C1877986974,C33524623,65734.09,0.0,1905641.8,1517262.16,0.0
1,TRANSFER,1277212.77,C1334405552,C431687661,1277212.77,0.0,0.0,0.0,1.0
1,CASH_OUT,1277212.77,C467632528,C716083600,1277212.77,0.0,0.0,2444985.19,1.0
1,CASH_IN,24105.5,C422522663,C644345897,144.0,24249.5,20875.0,0.0,0.0
1,PAYMENT,6854.06,C145066402,M207988207,19853.0,12998.94,0.0,0.0,0.0
1,CASH_OUT,111899.09,C1800500978,C1883840933,12998.94,0.0,10000000.0,16900000.0,0.0
1,PAYMENT,1231.79,C191310504,M799755007,20792.0,19560.21,0.0,0.0,0.0
1,PAYMENT,3380.1,C247515192,M1850137076,19560.21,16180.11,0.0,0.0,0.0
1,DEBIT,2869.65,C1556520190,C1664439369,8768.0,5898.35,15485.0,5484.37,0.0
1,PAYMENT,1658.87,C701487403,M566641954,16543.0,14884.13,0.0,0.0,0.0
1,PAYMENT,823.36,C2039984535,M299819831,14884.13,14060.77,0.0,0.0,0.0
1,PAYMENT,7541.47,C1175418534,M1442038800,14060.77,6519.3,0.0,0.0,0.0
1,DEBIT,3635.93,C296541232,C288665596,106929.0,103293.07,95816.79,8496.61,0.0
1,PAYMENT,1328.59,C1997357673,M1250603112,14469.0,13140.41,0.0,0.0,0.0
1,TRANSFER,56145.85,C26357357,C1058634310,21528.0,0.0,5075.0,33008.44,0.0
1,PAYMENT,973.18,C1990733619,M1806378373,10762.0,9788.82,0.0,0.0,0.0
1,PAYMENT,619.24,C1958592872,M1682733268,31960.0,31340.76,0.0,0.0,0.0
1,DEBIT,300.41,C1395262169,C736709391,39167.0,38866.59,48749.55,46820.71,0.0
1,TRANSFER,700967.19,C1629454900,C1060830840,15383.0,0.0,50767.43,130747.56,0.0
1,PAYMENT,8354.27,C2075372030,M2092885124,5611.0,0.0,0.0,0.0,0.0
1,DEBIT,5423.28,C2139168000,C367746789,20281.0,14857.72,11523.0,0.0,0.0
1,PAYMENT,708.59,C1653751526,M67671827,14857.72,14149.13,0.0,0.0,0.0
1,PAYMENT,8358.81,C253348306,M2013768748,3467.0,0.0,0.0,0.0,0.0
1,PAYMENT,2245.62,C194107588,M1264674474,30910.0,28664.38,0.0,0.0,0.0
1,PAYMENT,4593.59,C175595853,M1339345635,78282.0,73688.41,0.0,0.0,0.0
1,PAYMENT,399.66,C1241938981,M168957945,153760.0,153360.34,0.0,0.0,0.0
1,PAYMENT,1617.9,C1004430079,M1379148981,507865.0,506247.1,0.0,0.0,0.0
1,PAYMENT,2167.26,C732597634,M832432849,13669.0,11501.74,0.0,0.0,0.0
1,PAYMENT,9738.95,C2031927175,M176041373,289748.0,280009.05,0.0,0.0,0.0
1,PAYMENT,3396.25,C1967617997,M726843606,18524.0,15127.75,0.0,0.0,0.0
1,PAYMENT,6780.78,C925803196,M1288135425,52640.0,45859.22,0.0,0.0,0.0
1,PAYMENT,2284.54,C49318987,M1058650291,539.0,0.0,0.0,0.0,0.0
1,PAYMENT,502.61,C2111882926,M172518776,15156.0,14653.39,0.0,0.0,0.0
1,PAYMENT,8716.47,C215759534,M2129844134,8236.0,0.0,0.0,0.0,0.0
1,CASH_OUT,209370.56,C98351968,C885951223,0.0,0.0,236285.04,215851.28,0.0
1,CASH_OUT,117023.79,C1278616846,C22805895,0.0,0.0,121366.44,651524.92,0.0
1,PAYMENT,10891.96,C559050604,M1240843015,4986.72,0.0,0.0,0.0,0.0
1,PAYMENT,4149.86,C697460450,M1416706187,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,13252.81,C1726616678,M23076423,0.0,0.0,0.0,0.0,0.0
1,PAYMENT,1213.64,C1006624255,M1721180011,86078.0,84864.36,0.0,0.0,0.0
1,PAYMENT,5800.85,C1349025531,M1367068823,41025.0,35224.15,0.0,0.0,0.0
1,PAYMENT,8094.53,C338620258,M1251788491,50950.0,42855.47,0.0,0.0,0.0
1,PAYMENT,3825.39,C1502668485,M1457551880,4094.0,268.61,0.0,0.0,0.0
